,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
424,150,31,651948,1994-09-28,IN,500/1000,1000,1354,0,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,52800,0,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,?,0,3,YES,64800,6480,12960,45360,Suburu,Forrestor,2000,Y,Middle Aged,Established Client,12.5,16925.0,-47875.0
425,4,34,424358,2003-05-24,OH,500/1000,500,1282,0,616126,FEMALE,College,exec-managerial,basketball,other-relative,0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,?,0,0,?,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y,Middle Aged,New Client,0.3333333333333333,427.3333333333333,-66452.66666666667
426,210,35,131478,1991-12-25,IL,500/1000,1000,1346,0,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900,-91400,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,1,NO,0,2,?,58200,5820,5820,46560,BMW,X5,2013,N,Middle Aged,Long-Term Client,17.5,23555.0,-34645.0
427,91,31,268833,1999-09-18,IN,100/300,1000,1338,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,63600,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,?,1,0,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N,Middle Aged,Established Client,7.583333333333333,10146.5,-50423.5
428,167,36,287489,1994-02-03,IL,100/300,1000,949,0,448603,FEMALE,Masters,exec-managerial,camping,other-relative,0,-38400,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,?,0,0,NO,69680,8710,8710,52260,Mercedes,ML350,2008,Y,Middle Aged,Long-Term Client,13.916666666666666,13206.916666666666,-56473.083333333336
429,467,58,808153,2003-01-18,IN,500/1000,2000,977,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,82200,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,YES,2,3,NO,55700,5570,11140,38990,Nissan,Maxima,2014,N,Elderly,Long-Term Client,38.916666666666664,38021.583333333336,-17678.416666666664
430,264,47,687639,2005-03-07,IN,250/500,2000,1181,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,YES,1,2,YES,62370,5670,5670,51030,Dodge,Neon,2001,N,Middle Aged,Long-Term Client,22.0,25982.0,-36388.0
431,270,45,497347,2003-08-23,OH,500/1000,500,1187,0,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200,-53300,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,3,?,0,0,YES,54340,9880,0,44460,Saab,92x,2005,N,Middle Aged,Long-Term Client,22.5,26707.5,-27632.5
432,310,48,439660,2002-07-11,OH,100/300,1000,845,0,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0,0,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,YES,1,0,NO,55170,6130,6130,42910,Audi,A5,2005,Y,Middle Aged,Long-Term Client,25.833333333333332,21829.166666666668,-33340.83333333333
433,143,34,847123,2014-03-19,IL,100/300,500,1442,0,435100,MALE,College,priv-house-serv,exercise,wife,67900,0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,?,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999,N,Middle Aged,Established Client,11.916666666666666,17183.833333333336,-41316.166666666664
434,146,32,172307,1993-12-06,OH,100/300,2000,1276,0,431278,MALE,Associate,priv-house-serv,skydiving,own-child,0,0,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,1,?,0,3,?,59940,6660,6660,46620,Honda,CRV,1995,N,Middle Aged,Established Client,12.166666666666666,15524.666666666666,-44415.333333333336
435,102,28,810189,1999-08-29,OH,250/500,500,1075,0,445648,MALE,MD,machine-op-inspct,reading,wife,55200,0,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,1,NO,1,0,NO,73400,7340,7340,58720,Dodge,Neon,1996,N,Young Adult,Established Client,8.5,9137.5,-64262.5
436,61,23,432068,2007-03-09,IL,100/300,500,1111,0,448857,MALE,JD,exec-managerial,bungie-jumping,other-relative,54600,0,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,1,?,1,2,?,41850,4650,4650,32550,Suburu,Legacy,1997,N,Young Adult,Established Client,5.083333333333333,5647.583333333333,-36202.416666666664
437,255,44,903203,2004-01-03,OH,500/1000,2000,814,6000000,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500,0,2015-02-05,Parked Car,?,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,?,2,2,NO,6400,640,1280,4480,Mercedes,ML350,2005,Y,Middle Aged,Long-Term Client,21.25,17297.5,10897.5
438,211,40,253085,1991-04-25,IL,500/1000,1000,1575,0,461275,FEMALE,PhD,other-service,sleeping,own-child,0,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,NO,1,1,NO,3190,580,290,2320,Audi,A5,2004,N,Middle Aged,Long-Term Client,17.583333333333332,27693.75,24503.75
439,61,29,180720,1995-03-14,IN,250/500,1000,1115,0,613816,MALE,JD,handlers-cleaners,polo,unmarried,0,-66000,2015-01-01,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4629 Elm Ridge,10,1,YES,2,1,YES,5900,590,590,4720,Nissan,Pathfinder,2010,N,Young Adult,Established Client,5.083333333333333,5667.916666666667,-232.08333333333303
440,108,31,492224,2005-12-09,IN,500/1000,2000,1175,0,608767,MALE,Masters,protective-serv,yachting,not-in-family,0,0,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,1,NO,0,2,NO,57330,6370,6370,44590,Dodge,Neon,2006,N,Middle Aged,Established Client,9.0,10575.0,-46755.0
441,303,50,411477,2001-12-25,OH,100/300,500,793,0,620869,MALE,MD,tech-support,board-games,own-child,54600,-45500,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,3,NO,0,3,NO,81960,13660,13660,54640,Dodge,Neon,2008,N,Middle Aged,Long-Term Client,25.25,20023.25,-61936.75
442,152,33,107181,1999-11-14,IN,250/500,500,942,0,478981,FEMALE,PhD,transport-moving,exercise,wife,0,0,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,3903 Oak Ave,16,1,YES,0,0,?,70400,6400,19200,44800,Suburu,Legacy,2001,Y,Middle Aged,Long-Term Client,12.666666666666666,11932.0,-58468.0
443,120,34,312940,2001-10-27,IN,500/1000,1000,1056,0,464630,FEMALE,JD,protective-serv,paintball,not-in-family,77900,0,2015-01-20,Parked Car,?,Minor Damage,None,VA,Columbus,3805 Lincoln Hwy,3,1,NO,2,1,?,3770,580,580,2610,Jeep,Grand Cherokee,2002,N,Middle Aged,Established Client,10.0,10560.0,6790.0
444,144,36,855186,1993-10-31,IN,500/1000,2000,1255,6000000,466303,FEMALE,Associate,sales,reading,other-relative,23600,-15600,2015-02-18,Parked Car,?,Minor Damage,None,NC,Arlington,4055 2nd Drive,7,1,NO,0,0,?,7400,740,1480,5180,Dodge,Neon,2014,N,Middle Aged,Established Client,12.0,15060.0,7660.0
445,414,52,373935,2003-02-13,IN,500/1000,500,1335,0,452647,FEMALE,High School,farming-fishing,chess,unmarried,44000,-71000,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,3707 Oak Ridge,13,1,YES,1,1,?,54810,6090,6090,42630,Chevrolet,Silverado,1999,Y,Middle Aged,Long-Term Client,34.5,46057.5,-8752.5
446,163,37,812989,2004-03-06,IN,250/500,500,1178,6000000,441370,FEMALE,JD,priv-house-serv,dancing,own-child,0,-67300,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,3,YES,49400,4940,9880,34580,Jeep,Wrangler,2005,N,Middle Aged,Long-Term Client,13.583333333333334,16001.166666666668,-33398.83333333333
447,352,53,993840,2013-07-12,IL,250/500,500,1793,0,619166,MALE,Associate,tech-support,exercise,wife,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,9369 Flute Hwy,23,1,YES,2,2,NO,68750,12500,6250,50000,Chevrolet,Malibu,2009,N,Middle Aged,Long-Term Client,29.333333333333332,52594.666666666664,-16155.333333333336
448,27,32,327856,2014-08-27,OH,100/300,500,1008,0,472803,FEMALE,PhD,adm-clerical,yachting,other-relative,37900,0,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,11,1,NO,1,0,?,61500,12300,6150,43050,Dodge,Neon,2013,N,Middle Aged,Established Client,2.25,2268.0,-59232.0
449,239,39,506333,1990-06-22,IL,100/300,500,1396,0,442308,FEMALE,Masters,other-service,reading,husband,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,4,?,0,3,NO,76890,6990,13980,55920,BMW,X6,2007,N,Middle Aged,Long-Term Client,19.916666666666668,27803.666666666664,-49086.333333333336
450,33,32,263159,2008-03-07,OH,100/300,500,1402,5000000,469383,FEMALE,PhD,other-service,base-jumping,husband,70300,-50300,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,1,YES,0,1,?,56070,6230,12460,37380,Toyota,Camry,2012,N,Middle Aged,Established Client,2.75,3855.5,-52214.5
451,88,30,372912,1992-08-05,IN,100/300,1000,1437,0,614383,FEMALE,College,transport-moving,reading,husband,42800,-51200,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,NO,2,0,YES,56000,14000,0,42000,Chevrolet,Malibu,2003,N,Young Adult,Established Client,7.333333333333333,10538.0,-45462.0
452,101,33,552788,1991-09-03,IL,500/1000,1000,1313,0,438617,FEMALE,College,priv-house-serv,board-games,unmarried,12100,0,2015-02-10,Parked Car,?,Trivial Damage,None,NY,Hillsdale,7500 Texas Ridge,3,1,YES,1,0,NO,4290,780,390,3120,Audi,A3,1997,N,Middle Aged,Established Client,8.416666666666666,11051.083333333334,6761.083333333334
453,20,37,722747,2011-09-02,IL,250/500,500,1482,0,613936,FEMALE,Associate,transport-moving,reading,husband,33000,-43600,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,3,?,2,1,NO,60750,6750,6750,47250,Suburu,Forrestor,2003,N,Middle Aged,New Client,1.6666666666666667,2470.0,-58280.0
454,126,30,248467,2012-10-06,IL,250/500,2000,1171,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,?,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011,N,Young Adult,Established Client,10.5,12295.5,-36434.5
455,264,43,955953,2014-01-18,IL,500/1000,2000,1353,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,YES,2,0,NO,95150,17300,17300,60550,Ford,Escape,2007,N,Middle Aged,Long-Term Client,22.0,29766.0,-65384.0
456,78,24,910622,1992-03-22,IN,100/300,500,1175,0,474792,MALE,Masters,craft-repair,yachting,husband,0,0,2015-01-06,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,?,0,1,YES,7480,680,680,6120,Dodge,Neon,2003,N,Young Adult,Established Client,6.5,7637.5,157.5
457,123,28,137675,2012-12-03,IL,100/300,2000,1836,0,470559,MALE,Masters,transport-moving,movies,own-child,38000,-41200,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,1,?,2,1,YES,79800,13300,6650,59850,Volkswagen,Passat,2011,Y,Young Adult,Established Client,10.25,18819.0,-60981.0
458,347,51,343421,1996-10-18,OH,500/1000,500,1480,9000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-12100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,2,?,103560,8630,17260,77670,Jeep,Wrangler,1997,N,Middle Aged,Long-Term Client,28.916666666666668,42796.666666666664,-60763.333333333336
459,163,38,413192,1997-10-02,IN,500/1000,2000,1453,0,607605,FEMALE,PhD,other-service,yachting,other-relative,51700,0,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,YES,2,3,?,79500,15900,7950,55650,Accura,MDX,1995,N,Middle Aged,Long-Term Client,13.583333333333334,19736.583333333332,-59763.41666666667
460,271,44,247801,2008-03-18,OH,250/500,500,1340,0,600153,FEMALE,High School,tech-support,base-jumping,other-relative,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,NO,2,2,NO,76230,6930,13860,55440,Volkswagen,Passat,1997,Y,Middle Aged,Long-Term Client,22.583333333333332,30261.666666666668,-45968.33333333333
461,410,54,171147,2010-08-29,IL,100/300,2000,714,0,465979,MALE,MD,protective-serv,board-games,own-child,0,-17000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,1,YES,0,2,NO,59520,9920,9920,39680,Honda,Accord,2001,N,Middle Aged,Long-Term Client,34.166666666666664,24395.0,-35125.0
462,448,57,431283,2005-03-31,IL,100/300,2000,1376,0,466555,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,1,?,47760,5970,5970,35820,Suburu,Impreza,2013,Y,Elderly,Long-Term Client,37.333333333333336,51370.66666666667,3610.6666666666715
463,218,41,461962,2013-12-25,IL,100/300,500,914,0,444155,MALE,JD,prof-specialty,golf,wife,37900,-72900,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,NO,2,0,NO,84590,15380,7690,61520,Saab,93,2013,N,Middle Aged,Long-Term Client,18.166666666666668,16604.333333333336,-67985.66666666666
464,43,38,149467,2014-03-11,OH,500/1000,1000,1601,0,465764,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,3,YES,2,2,?,61650,6850,6850,47950,Nissan,Ultima,2006,N,Middle Aged,Established Client,3.5833333333333335,5736.916666666666,-55913.083333333336
465,33,33,758740,1997-08-04,IL,500/1000,1000,1096,6000000,446898,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,?,2,1,?,81400,8140,8140,65120,BMW,M5,1998,N,Middle Aged,Established Client,2.75,3014.0,-78386.0
466,126,34,628337,2007-11-14,IN,100/300,2000,1078,0,453274,FEMALE,Masters,transport-moving,camping,wife,54500,0,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007,N,Middle Aged,Established Client,10.5,11319.0,-47091.0
467,411,56,574637,1992-07-30,IL,250/500,1000,1595,0,479320,FEMALE,College,protective-serv,exercise,other-relative,0,0,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,3,?,0,0,?,38610,3510,3510,31590,Volkswagen,Passat,2007,N,Elderly,Long-Term Client,34.25,54628.74999999999,16018.749999999993
468,225,37,373600,2000-12-01,OH,100/300,1000,1217,5000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,49600,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,3,?,2,2,NO,57600,9600,9600,38400,Volkswagen,Passat,2015,N,Middle Aged,Long-Term Client,18.75,22818.75,-34781.25
469,35,35,930032,2002-09-10,IL,100/300,2000,1117,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,53190,7434,11820,35460,Volkswagen,Jetta,1996,N,Middle Aged,Established Client,2.9166666666666665,3257.9166666666665,-49932.083333333336
470,460,57,396590,1997-11-07,OH,100/300,2000,1567,0,602514,FEMALE,JD,craft-repair,skydiving,husband,62500,0,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,1,?,2,3,NO,58300,5830,11660,40810,Nissan,Maxima,2014,Y,Elderly,Long-Term Client,38.333333333333336,60068.333333333336,1768.3333333333358
471,195,38,238412,1993-05-18,IL,500/1000,2000,1294,6000000,477356,MALE,MD,tech-support,video-games,unmarried,38000,-50300,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,3,YES,1,2,NO,64620,7180,0,57440,Dodge,Neon,2003,N,Middle Aged,Long-Term Client,16.25,21027.5,-43592.5
472,360,51,484321,1996-07-11,IL,250/500,1000,1152,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,X6,2000,N,Middle Aged,Long-Term Client,30.0,34560.0,-55920.0
473,300,49,795847,1995-12-17,IL,100/300,1000,1441,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,2015-01-04,Vehicle Theft,?,Trivial Damage,None,SC,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,N,Middle Aged,Long-Term Client,25.0,36025.0,28945.0
474,245,42,218456,2002-07-16,IL,500/1000,1000,1575,7000000,614265,MALE,JD,exec-managerial,chess,other-relative,0,-68900,2015-02-20,Parked Car,?,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,1,?,2,2,?,6490,590,1180,4720,Toyota,Camry,2011,Y,Middle Aged,Long-Term Client,20.416666666666668,32156.25,25666.25
475,146,36,792673,2013-04-12,OH,500/1000,2000,1233,0,606177,FEMALE,Masters,other-service,golf,other-relative,34500,-60600,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015,N,Middle Aged,Established Client,12.166666666666666,15001.5,-40898.5
476,67,29,662256,1995-11-13,IL,250/500,1000,1861,0,461514,MALE,High School,adm-clerical,polo,husband,60400,-67800,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,1,NO,0,3,YES,63800,6380,6380,51040,Saab,92x,1998,Y,Young Adult,Established Client,5.583333333333333,10390.583333333334,-53409.416666666664
477,380,56,971338,2004-11-04,OH,100/300,1000,1570,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,1,?,0,1,YES,58160,7270,7270,43620,Saab,95,1996,Y,Elderly,Long-Term Client,31.666666666666668,49716.66666666667,-8443.333333333328
478,389,53,714738,1998-03-21,IL,500/1000,2000,791,0,477260,MALE,Masters,armed-forces,chess,unmarried,0,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,NC,Riverwood,1617 Rock Drive,6,1,NO,1,2,NO,6300,630,1260,4410,Mercedes,C300,2001,Y,Middle Aged,Long-Term Client,32.416666666666664,25641.583333333336,19341.583333333336
479,317,46,753844,1999-07-22,IN,250/500,1000,1012,0,469126,MALE,MD,sales,yachting,other-relative,43700,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,7877 3rd Ridge,18,1,NO,2,1,NO,104610,19020,19020,66570,Mercedes,ML350,1999,Y,Middle Aged,Long-Term Client,26.416666666666668,26733.666666666664,-77876.33333333334
480,264,44,976645,2010-02-28,IL,100/300,500,1047,6000000,443402,MALE,College,exec-managerial,sleeping,wife,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,Fusion,1999,N,Middle Aged,Long-Term Client,22.0,23034.0,-46816.0
481,20,21,918037,2005-01-30,OH,250/500,1000,1390,0,479408,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,NO,0,0,?,62900,12580,6290,44030,Accura,MDX,2006,N,Young Adult,New Client,1.6666666666666667,2316.6666666666665,-60583.333333333336
482,116,30,996253,2001-11-29,IN,500/1000,500,951,0,467227,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,3,NO,0,3,?,59670,6630,6630,46410,Volkswagen,Passat,2004,Y,Young Adult,Established Client,9.666666666666666,9193.0,-50477.0
483,222,40,373731,2012-12-24,IL,100/300,1000,1226,0,468433,MALE,JD,armed-forces,camping,unmarried,49600,-49200,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,3 Series,2013,N,Middle Aged,Long-Term Client,18.5,22681.0,-58819.0
484,439,56,836272,1997-05-11,OH,100/300,500,1280,0,604289,MALE,High School,armed-forces,video-games,own-child,48900,-40900,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,?,50000,15000,5000,30000,Jeep,Wrangler,2009,N,Elderly,Long-Term Client,36.583333333333336,46826.66666666667,-3173.3333333333285
485,66,28,167231,1994-01-26,IN,100/300,2000,1472,0,471366,MALE,Associate,adm-clerical,exercise,husband,0,-31700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,Maxima,1995,N,Young Adult,Established Client,5.5,8096.0,-40194.0
486,128,29,743330,2010-11-04,OH,500/1000,1000,1878,0,450746,MALE,High School,other-service,golf,husband,0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,?,59070,5370,5370,48330,Chevrolet,Malibu,2003,N,Young Adult,Established Client,10.666666666666666,20032.0,-39038.0
487,69,24,807369,1992-06-19,IN,500/1000,500,1418,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012,N,Young Adult,Established Client,5.75,8153.5,-55146.5
488,294,46,735307,2010-06-02,IL,100/300,500,1532,0,473935,MALE,College,prof-specialty,exercise,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,2013,N,Middle Aged,Long-Term Client,24.5,37534.0,-28246.0
489,19,29,789208,2002-10-12,OH,250/500,500,1304,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,?,75400,11600,11600,52200,Dodge,Neon,2005,Y,Young Adult,New Client,1.5833333333333333,2064.666666666667,-73335.33333333333
490,191,33,585324,2008-02-25,OH,500/1000,2000,1551,0,470670,MALE,High School,armed-forces,movies,unmarried,45000,-30400,2015-02-21,Vehicle Theft,?,Minor Damage,None,WV,Arlington,8306 1st Drive,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005,N,Middle Aged,Long-Term Client,15.916666666666666,24686.75,22436.75
491,4,39,498759,1996-09-05,IL,100/300,1000,1326,6000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,?,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N,Middle Aged,New Client,0.3333333333333333,442.0,-53678.0
492,298,49,795004,1998-03-16,OH,250/500,500,862,0,448809,MALE,MD,machine-op-inspct,camping,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007,N,Middle Aged,Long-Term Client,24.833333333333332,21406.333333333332,-48073.66666666667
493,231,43,203250,2010-04-22,IN,100/300,2000,1331,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N,Middle Aged,Long-Term Client,19.25,25621.75,-41328.25
494,338,47,430794,2008-01-25,OH,250/500,2000,1486,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,RAM,2014,Y,Middle Aged,Long-Term Client,28.166666666666668,41855.666666666664,-22244.333333333336
495,261,46,156636,2000-09-10,IN,100/300,1000,870,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N,Middle Aged,Long-Term Client,21.75,18922.5,-61357.5
